Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1015588,2020-02-23 08:59:42,3560318482131952,"fraud_Terry, Johns and Bins",misc_pos,3.8,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,9f66720338f32ee7f02f172a235cd41d,1361609982,33.74831,-87.731091,0
21233,2019-01-13 19:18:41,4198470814557,fraud_Auer-West,shopping_net,9.01,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,4d926c9620f70ed480bce86ce7de9391,1326482321,42.256722,-95.654816,0
702161,2019-10-27 01:35:09,180036456789979,fraud_Mraz-Herzog,gas_transport,34.36,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,4e6a0c18e5479be2e35048918344716e,1351301709,42.29768,-90.372456,0
649683,2019-10-03 23:34:59,4390966588600992777,fraud_Schoen Ltd,kids_pets,74.27,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,2ce1c9d0994963bf12a69241ff5258ed,1349307299,35.277908000000004,-96.626571,0
867726,2019-12-19 15:17:14,60490596305,"fraud_Ledner, Hartmann and Feest",health_fitness,206.74,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,19193a001ca8e2af5787b05a4f5ee6ef,1355930234,35.750115,-90.858614,0
614723,2019-09-18 07:23:43,4048508450704760,fraud_Erdman-Kertzmann,gas_transport,49.41,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,ffe3d352f2f44c72383b9953598897c3,1347953023,40.678963,-97.162928,0
278137,2019-05-17 22:27:12,213161293389774,"fraud_Lang, Towne and Schuppe",kids_pets,36.44,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,0abafbdfd3c283f293ee3fe47675b082,1337293632,42.936881,-77.597738,0
314791,2019-06-01 07:54:49,3553629419254918,fraud_Ruecker Group,misc_net,9.98,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,c91a0f37618b9754677ba6b61b972e4b,1338537289,48.972612,-123.034016,0
470335,2019-07-26 14:42:48,4450831335606294,fraud_Reynolds-Schinner,misc_pos,39.32,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,ab4162ee3cc973fabcb11310cbea69f7,1343313768,33.987025,-96.041157,0
1291992,2020-06-19 16:16:43,2291163933867244,fraud_Botsford and Sons,home,13.01,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,320c035fb935510dfd5ff8e3a7a9b000,1371658603,33.324074,-81.469039,0
1143096,2020-04-21 05:09:18,4586260469584,"fraud_Bahringer, Schoen and Corkery",shopping_pos,15.68,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,cb04d3cee37da1c4d788e92211ea97a4,1366520958,41.001832,-94.585372,0
403007,2019-07-01 19:47:47,371226440126102,fraud_O'Connell-Ullrich,home,4.45,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,940dd918eea755b055a3d8f1f0c6e22c,1341172067,39.89461,-88.588022,0
763021,2019-11-23 04:57:05,4951647200979051,"fraud_Kerluke, Considine and Macejkovic",misc_net,6.31,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,f3ff106733647e83057e0fed3bfedd91,1353646625,37.886056,-89.723904,0
111127,2019-03-04 11:26:51,3568736585751727,"fraud_Kuhic, Bins and Pfeffer",shopping_net,104.59,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,2caefc5aa7a68d83a0525c3cfd8fbd3d,1330860411,41.888121000000005,-93.058466,0
606283,2019-09-14 22:52:23,3597337756918966,fraud_Kirlin and Sons,personal_care,44.55,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1952-03-08,6bc3e3e24c5895137f0aa8cdf2b508ff,1347663143,40.377896,-76.25863199999999,0
326474,2019-06-04 19:47:37,30234966027947,fraud_Kuhic LLC,shopping_net,3.85,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,88f4a009ef4b10e30cb72d575aa9ba8f,1338839257,43.377742,-87.705141,0
271445,2019-05-14 00:55:43,2720012583106919,fraud_Koss and Sons,gas_transport,63.43,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,0ee0a671c038de135ef9f4386dd5e9de,1336956943,42.898583,-102.340669,0
1162272,2020-04-29 16:53:17,675990301623,fraud_Crooks and Sons,personal_care,71.1,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,f39297a5f82abc31bca23f3b6927b15d,1367254397,41.881712,-74.703311,0
477487,2019-07-28 17:54:09,213113028819344,fraud_Wilkinson PLC,kids_pets,107.74,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,7ba5fdaa972c4239f218650a5a899565,1343498049,43.722265,-75.252124,0
689072,2019-10-20 22:50:18,3534330126107879,"fraud_O'Connell, Botsford and Hand",home,77.12,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,3e7791eb33747f64d9b5c783a77a6b9f,1350773418,44.779165,-108.17613500000002,0
897786,2019-12-26 09:00:33,377026671291680,"fraud_Bernier, Streich and Jewess",grocery_net,75.84,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,0ee0544975716bc5b09aad06d6c7eaf7,1356512433,37.099423,-90.993151,0
202025,2019-04-14 01:02:37,5388659976630693,"fraud_Schaefer, Maggio and Daugherty",gas_transport,53.55,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,1962-02-14,d53a05eb8e6ab2f56e06594367ada5af,1334365357,43.789269,-90.453921,0
464038,2019-07-23 17:23:42,4979422371139333,fraud_Gibson-Deckow,entertainment,79.76,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,f025ba445f26bbf86564689fb15ba78e,1343064222,41.142781,-99.86309,0
236896,2019-04-29 01:41:27,377234009633447,fraud_Mayert Group,shopping_pos,5.51,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,2057af2e451eaef9eb317a00e5b1bb6b,1335663687,38.741802,-77.74067099999999,0
795660,2019-12-02 22:13:53,4681699462969,fraud_McCullough LLC,misc_pos,3.67,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,68529dd5146b3eb220c949c0080ebb81,1354486433,36.573222,-86.384437,0
117496,2019-03-07 16:56:16,5152054598359927,fraud_Upton PLC,entertainment,9.15,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1972-09-12,760ab522044d85f9db1d1ce4efc09160,1331139376,30.387259000000004,-89.796937,0
822070,2019-12-09 01:54:07,4451438912406400,fraud_Bartoletti-Wunsch,gas_transport,84.22,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1999-09-11,f07642ddeb03125e12fcab3030ca972f,1355018047,34.670031,-92.869331,0
345672,2019-06-11 14:13:47,3504178999463051,fraud_Denesik and Sons,shopping_pos,2.26,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,5cf7828247fe93eee01917f96bd666ff,1339424027,41.61513,-83.373597,0
296819,2019-05-25 19:10:06,180094419304907,fraud_Pollich LLC,home,75.01,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,9d95d40eda74a2a2e06cdcc351d0d13c,1337973006,34.259209000000006,-117.128727,0
1119795,2020-04-11 14:02:19,6011724471098086,fraud_Sporer-Keebler,personal_care,74.91,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,8fb693f19294ca72cd6629a5a3f26c33,1365688939,46.954912,-119.065447,0
910982,2019-12-29 06:56:41,4509922033272157,fraud_Parisian and Sons,gas_transport,33.61,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,fb41c2da703e67262960f02b97e64136,1356764201,42.705244,-98.071521,0
627768,2019-09-23 17:24:10,3593399694467427,"fraud_Denesik, Powlowski and Pouros",home,38.09,Douglas,Smith,M,85932 Marc Throughway Apt. 080,Knowlesville,NY,14479,43.2363,-78.3138,275,TEFL teacher,1964-08-18,fd67e9644f6a8384e71f592280abd8af,1348421050,43.235714,-77.911548,0
816261,2019-12-08 05:03:59,571844099986,"fraud_Bahringer, Osinski and Block",food_dining,36.97,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,50147e95b6960e63b0475e777b9391d8,1354943039,37.658495,-84.934173,0
973044,2020-01-29 00:36:03,180094608895855,fraud_Torphy-Goyette,shopping_pos,1.41,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1961-05-19,c14a297a6170c3160444987ae2699717,1359419763,43.131868,-121.953573,0
567770,2019-08-29 21:09:41,340951438290556,"fraud_Schaefer, Fay and Hilll",entertainment,21.44,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,a184f6823049411d3f17b2f11b35db11,1346274581,41.330148,-73.15032099999999,0
418486,2019-07-07 17:55:26,3560697798177746,fraud_Terry Ltd,home,5.35,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,33d2b3da5006661d9e57bc3474f8dc8a,1341683726,33.57777,-115.823457,0
724986,2019-11-05 13:52:48,3553629419254918,"fraud_Prosacco, Kreiger and Kovacek",home,19.72,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,844ea73d52812f893fb93bbf1026ec28,1352123568,48.694067,-122.971777,0
192746,2019-04-09 08:03:34,4373370572092720777,fraud_Kunde-Sanford,misc_net,10.02,Hailey,Rhodes,F,337 Michael Harbors Suite 722,Michigan,ND,58259,48.0204,-98.1186,454,"Producer, television/film/video",1972-07-29,6035024af7812a91b85c3e7a57f00beb,1333958614,47.525865,-98.9761,0
386211,2019-06-26 02:38:32,4897067971111209737,fraud_Mraz-Herzog,gas_transport,83.08,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,ba0ae7cd4fd86ff26ddffe22bc76fe30,1340678312,27.446623,-81.969063,0
490740,2019-08-02 19:26:19,30181367542315,fraud_Dietrich-Fadel,health_fitness,7.69,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953-12-25,649a9cca52061a4abb84a83392d762e6,1343935579,44.61496,-121.169172,0
837535,2019-12-12 22:15:44,6544734391390261,"fraud_Zemlak, Tillman and Cremin",personal_care,2.2,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,cef9ceb36df31cd10fa10a77f842e566,1355350544,41.411472,-86.76611,0
1225664,2020-05-26 17:23:25,4302480582202074,"fraud_Reichert, Huels and Hoppe",shopping_net,5.26,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,9175a7b27223b53fc1662f4659a59c8e,1369589005,42.252403,-86.976485,0
993452,2020-02-10 01:54:35,3528407217576457,fraud_Berge LLC,gas_transport,52.41,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987-02-14,826c6cad404e49fb314cd0f5921cd593,1360461275,35.79515,-82.28007,0
567923,2019-08-29 22:30:27,30551643947183,"fraud_Kuhic, Bins and Pfeffer",shopping_net,17.7,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,64a7fc296871260ca79ec4b007d3fac6,1346279427,34.757038,-80.458007,0
1134856,2020-04-18 00:51:41,2242542703101233,"fraud_Greenholt, Jacobi and Gleason",gas_transport,68.28,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,32fb07c958cef4959865d7fb4498a9af,1366246301,37.505014,-86.10871,0
232968,2019-04-27 19:26:03,4716561796955522,fraud_Brown Inc,kids_pets,66.16,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,39e3b344b4801d1ed14d04809bcc95e5,1335554763,48.190987,-112.02543500000002,0
930201,2020-01-04 16:38:10,4302480582202074,fraud_Price Inc,shopping_net,1.9,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,f654a66d9c62c5144c90f044ce32b751,1357317490,42.82237,-85.61147199999999,0
490567,2019-08-02 17:54:38,3533742182628021,"fraud_Little, Gutmann and Lynch",shopping_net,7.21,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,7df2c8a6b17eeb1cac8ed96f5a5cea59,1343930078,32.135182,-79.926988,0
990203,2020-02-08 16:35:50,3500969075198072,fraud_Bechtelar-Rippin,food_dining,110.32,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,a61ca0875cbf9b0f67c9583b82824d10,1360341350,46.886564,-117.614869,0
224696,2019-04-23 13:45:05,3523843138706408,fraud_Gaylord-Powlowski,home,7.28,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,961da8c810fadd2baed093c8938e4fe6,1335188705,31.943534000000003,-86.76843000000001,0
324983,2019-06-03 23:27:31,180058696935600,"fraud_Towne, Greenholt and Koepp",shopping_net,1067.28,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782,Chartered accountant,2000-08-28,fac2264ec2b937b91008efec4af36041,1338766051,41.615967,-74.059431,1
158681,2019-03-25 11:26:20,2706977570537524,fraud_Donnelly PLC,misc_net,69.91,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,d7ee04aad9a69dfb41e4204f44e11d99,1332674780,39.607028,-83.275806,0
420433,2019-07-08 05:16:14,4586260469584,fraud_Conroy-Cruickshank,gas_transport,68.41,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,7f1be3991fd06a2be8d1a923899085b6,1341724574,40.309783,-94.322821,0
917174,2019-12-30 06:05:29,4003989662068504,fraud_Huels-Hahn,gas_transport,58.91,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,18b7ff23bc76df5d14d13b87f69c3bbd,1356847529,32.66811,-86.552072,0
527058,2019-08-15 07:49:16,30074693890476,fraud_Boyer PLC,misc_pos,75.95,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,fc2da4c25648a229346d310243e3b62e,1345016956,38.964182,-100.174681,0
815814,2019-12-08 02:51:21,639077309909,fraud_Wolf Inc,grocery_pos,92.52,Justin,Carter,M,853 Miller Bypass Suite 802,Broomfield,CO,80021,39.8854,-105.1139,92337,"Engineer, electronics",1967-10-18,04e34cf8ca4db88a528f3ae3da46335b,1354935081,40.450135,-105.559048,0
